"name","assignment","length","begin","end","species","species.score","type","type.support","subtype","subtype.support"
"China|NA|KX577707|1030-15|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX577708|1030-16|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX577709|1030-21|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX577710|1030-22|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX577711|1030-24|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX577712|1030-25|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX577713|1030-29|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX577714|1030-31|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX577715|1030-33|Dengue_2|E|External|2015-11-01|2015.83287671233","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX082959|GZHaizhu38/2015|Dengue_2|E|External|2015-08-24|2015.64383561644","Unassigned",1606,895,2500,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX082960|GZHaizhu42/2015|Dengue_2|E|External|2015-08-25|2015.64657534247","Unassigned",1635,863,2497,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX082961|GZHaizhu49/2015|Dengue_2|E|External|2015-08-29|2015.65753424658","Unassigned",1638,863,2500,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX082962|GZHaizhu60/2015|Dengue_2|E|External|2015-09-16|2015.70684931507","Unassigned",1632,862,2493,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KX082963|GZHaizhu69/2015|Dengue_2|E|External|2015-09-22|2015.72328767123","Unassigned",1639,862,2500,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|KT282374||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",387,133,519,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KT282377||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",390,4132,4521,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|KT282378||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",151,6,156,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KT282379||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",152,6,157,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KT282380||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",452,10272,10723,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KX034113|DENV-2/IBMS_28/Chennai-2014|Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",311,234,544,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KX034114|DENV-2/IBMS_29/Chennai-2014|Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",308,235,542,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype III - Southern Asian-American",NA,NA,NA
"Laos|Vientiane_Capital|LC147056|2013-VTE582|Dengue_2|E|External|2013-06-15|2013.45205479452","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Laos|Champasak|LC147057|2013-CPSC13|Dengue_2|E|External|2013-06-15|2013.45205479452","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Malaysia|Johor_Bahru|KU666944|TM26|Dengue_2|WG|External|2014-01-15|2014.03835616438","2II",10134,139,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|Johor_Bahru|KU666945|TM78|Dengue_2|WG|External|2014-01-15|2014.03835616438","Unassigned",9720,553,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Malaysia|Johor_Bahru|KU666946|TM181|Dengue_2|WG|External|2014-02-15|2014.12328767123","2II",9930,139,10068,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|Johor_Bahru|KU666947|TM213|Dengue_2|WG|External|2014-02-15|2014.12328767123","2II",10068,139,10206,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|Johor_Bahru|KU666948|TM296|Dengue_2|WG|External|2014-02-15|2014.12328767123","2II",9837,436,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|Johor_Bahru|KU666949|TM198|Dengue_2|WG|External|2014-01-15|2014.03835616438","2II",10074,139,10212,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|LC114464||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",444,205,648,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype VI - Sylvatic",NA,NA,NA
"Indonesia|NA|KU517846|ID-CN18-14|Dengue_2|WG|External|2014-05-07|2014.34520547945","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Philippines|NA|KU517847|PH-CN77-15|Dengue_2|WG|External|2015-08-03|2015.58630136986","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|KU550330|918-01|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550331|918-04|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550332|918-06|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550333|926-06|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550334|926-09|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550335|1008-21|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550336|1008-22|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550337|1008-28|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550338|1008-29|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550339|1013-33|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550340|1014-15|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550341|1014-19|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550342|1015-18|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550343|1018-16|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550344|1018-18|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550345|1018-23|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550346|1018-24|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550347|1019-19|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550348|1019-26|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550349|1020-13|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550350|1025-17|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550351|1025-18|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550352|1025-20|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550353|1025-26|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550354|1025-27|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550355|1028-19|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550356|1028-20|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550357|1028-21|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550358|1028-23|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550359|1028-25|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550360|1028-33|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550361|1028-37|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550362|1028-39|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550363|1029-20|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550364|1029-25|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550365|1030-15|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550366|1030-16|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550367|1030-21|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550368|1030-22|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550369|1030-24|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550370|1030-31|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|KU550371|1030-33|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Singapore|NA|KU948303|2016_Singapore_NUH_MDC_DENV-2_variant|Dengue_2|WG|External|2016-02-23|2016.14520547945","2II",10707,10,10716,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|KU551902||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",1393,4525,5917,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|KU551903||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",452,10272,10723,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"Singapore|NA|KX380807|D2/SG/CT2/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380808|D2/SG/CT4/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380809|D2/SG/CT10/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380810|D2/SG/CT12/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10720,1,10720,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380811|D2/SG/CT13/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380812|D2/SG/CT15/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380813|D2/SG/CT18/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380814|D2/SG/CT19/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10677,1,10676,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380815|D2/SG/CT20/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380816|D2/SG/CT21/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10719,1,10719,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380817|D2/SG/CT22/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380818|D2/SG/CT23/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380819|D2/SG/CT24/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380820|D2/SG/CT26/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380821|D2/SG/CT27/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10721,1,10721,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380822|D2/SG/CT28/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380823|D2/SG/CT29/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10705,1,10705,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380824|D2/SG/CT30/2012|Dengue_2|WG|External|2012-06-15|2012.45205479452","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380825|D2/SG/CT31/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380826|D2/SG/CT32/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10720,1,10720,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380827|D2/SG/CT34/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10721,1,10721,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380828|D2/SG/CT35/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","Unassigned",10723,1,10723,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Singapore|NA|KX380829|D2/SG/CT36/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","Unassigned",10722,1,10722,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Singapore|NA|KX380830|D2/SG/CT38/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10720,1,10720,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380831|D2/SG/CT39/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10718,1,10718,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380832|D2/SG/CT40/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10721,1,10721,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380833|D2/SG/CT41/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10722,1,10722,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380834|D2/SG/CT42/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10723,1,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380835|D2/SG/CT44/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10696,1,10696,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380836|D2/SG/CT46/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10719,1,10719,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380837|D2/SG/CT50/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10720,1,10720,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Singapore|NA|KX380838|D2/SG/CT51/2013|Dengue_2|WG|External|2013-06-15|2013.45205479452","2II",10713,1,10713,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Taiwan|NA|KU365901||Dengue_2|WG|External|2015-06-15|2015.45205479452","2II",10638,37,10674,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Taiwan|NA|KU365902||Dengue_2|WG|External|2015-06-15|2015.45205479452","2II",10638,37,10674,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Taiwan|NA|KU365903||Dengue_2|WG|External|2015-06-15|2015.45205479452","2II",10638,37,10674,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|KU351295|17/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351296|18/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351297|19/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351298|20/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351299|21/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351300|22/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351301|23/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351302|24/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351303|25/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351304|26/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351305|27/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351306|28/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|KU351307|29/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351308|30/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351309|31/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351310|32/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351311|33/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351312|34/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",483,163,645,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|KU351313|17/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",849,1531,2379,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|KU351314|18/D2/Del/2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Unassigned",849,1531,2379,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
